player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
James Conner,11860,HB,ARZ,5,-2.0,2,88.9,100.0,1,1,0,0.0,0,2,1,0,76.5,85.5,85.5,90.9,58.1,0.0,0,0,11,26.7,28,105,0,8,67.6,71,2.9,3,80.6,9,0,8.6,9,30,52,6.5,3.8,0.42
Marvin Jones Jr.,7158,WR,DET,6,7.4,0,55.6,,0,0,0,16.7,1,2,11,1,45.8,16.0,43.8,72.7,44.3,0.0,0,0,16,2.0,2,101,0,5,92.1,93,26.7,27,64.1,9,0,73.3,74,34,9,1.8,6.8,0.37
David Montgomery,45719,HB,DET,5,-1.6,2,66.7,0.0,0,1,0,14.3,1,4,11,0,52.1,39.9,69.6,68.1,62.8,0.0,0,0,19,26.3,26,99,1,6,71.7,71,2.0,2,88.2,9,0,8.1,8,66,84,14.0,11.0,0.93
Tyler Allgeier,83639,HB,ATL,6,-1.0,3,66.7,100.0,1,1,0,0.0,0,2,2,0,75.6,86.0,72.2,86.3,71.6,0.0,0,0,16,25.4,18,71,0,6,70.4,50,0.0,0,72.5,9,0,0.0,0,32,39,6.5,5.3,0.64
Samori Toure,25276,WR,GB,5,22.3,0,44.4,25.0,1,4,0,0.0,0,3,12,0,73.4,68.0,65.1,,66.0,6.9,4,0,35,0.0,0,58,1,4,93.1,54,32.8,19,66.4,9,0,60.3,35,59,6,1.5,14.8,1.09
Ameer Abdullah,9487,HB,LV,6,4.3,0,66.7,0.0,0,1,0,0.0,0,2,23,0,75.6,70.3,53.1,12.2,66.3,1.7,1,2,13,18.6,11,59,0,6,74.6,44,5.1,3,39.4,9,0,1.7,1,46,31,5.2,7.7,1.05
Hunter Renfrow,47509,WR,LV,6,8.6,0,66.7,,0,0,0,14.3,1,3,23,0,49.2,70.1,47.9,,49.0,0.0,0,0,23,0.0,0,106,0,6,96.2,102,90.6,96,85.0,9,0,9.4,10,59,10,1.7,9.8,0.58
Emari Demercado,77763,HB,ARZ,6,3.2,0,77.8,0.0,0,1,0,0.0,0,2,1,0,75.6,77.1,66.4,79.5,52.0,0.0,0,0,13,20.4,21,103,0,7,76.7,79,6.8,7,88.0,9,0,6.8,7,46,42,6.0,6.6,0.58
Jalen Tolbert,61637,WR,DAL,5,11.8,2,77.8,100.0,2,2,0,0.0,0,4,9,0,75.6,69.5,62.3,,62.3,0.0,0,0,18,0.0,0,66,0,7,95.5,63,31.8,21,99.5,9,0,68.2,45,71,16,2.3,10.1,1.13
Jalin Hyatt,124282,WR,NYG,6,18.4,0,77.8,100.0,1,1,0,12.5,1,3,21,0,54.5,70.1,61.9,,60.5,0.0,0,0,58,0.0,0,140,0,7,95.0,133,11.4,16,118.8,9,0,88.6,124,120,16,2.3,17.1,0.9
Tyler Scott,123578,WR,CHI,6,8.9,1,55.6,0.0,0,2,0,16.7,1,2,6,0,45.8,73.7,55.6,,57.2,0.0,0,0,9,0.0,0,63,1,5,96.8,61,23.8,15,63.2,9,0,76.2,48,32,11,2.2,6.4,0.52
River Cracraft,47417,WR,MIA,3,10.8,0,75.0,0.0,0,1,0,14.3,1,6,17,0,49.2,68.8,73.1,,71.8,0.0,0,0,24,0.0,0,37,0,6,94.6,35,21.6,8,149.5,8,1,78.4,29,87,33,5.5,14.5,2.49
Latavius Murray,7962,HB,BUF,6,0.1,1,87.5,,0,0,0,0.0,0,4,4,0,75.6,80.4,74.4,83.9,74.8,1.3,1,0,22,13.0,10,77,0,7,81.8,63,16.9,13,92.2,8,0,9.1,7,49,50,7.1,7.0,0.78
Kendre Miller,123091,HB,NO,4,-0.8,1,87.5,,0,0,0,12.5,1,4,20,0,52.1,79.5,67.2,27.4,67.2,0.0,0,0,33,15.4,6,39,0,7,84.6,33,0.0,0,103.6,8,0,5.1,2,71,80,11.4,10.1,2.15
Zach Charbonnet,97630,HB,SEA,5,-1.3,1,75.0,0.0,0,1,0,14.3,1,1,29,0,74.6,79.1,75.6,85.8,59.1,1.6,1,0,10,19.0,12,63,0,6,81.0,51,6.3,4,83.3,8,0,6.3,4,36,49,8.2,6.0,0.71
Ty Montgomery,9527,WR,NE,5,10.5,0,50.0,66.7,2,3,0,0.0,0,2,19,0,72.1,74.2,64.9,,65.1,0.0,0,1,11,0.0,0,20,1,4,100.0,20,75.0,15,16.7,8,0,15.0,3,23,18,4.5,5.8,1.15
Donald Parham Jr.,91014,TE,LAC,4,9.3,0,75.0,66.7,2,3,0,0.0,0,5,27,0,74.6,68.8,58.0,71.8,62.2,56.6,43,0,16,15.8,12,76,1,6,76.3,58,34.2,26,121.4,8,3,9.2,7,33,14,2.3,5.5,0.57
Najee Harris,57121,HB,PIT,5,3.1,3,62.5,0.0,0,1,0,16.7,1,1,25,0,45.8,53.1,62.6,60.8,46.3,3.5,3,0,32,10.5,9,86,0,5,87.2,75,4.7,4,73.4,8,0,4.7,4,37,32,6.4,7.4,0.49
Trent Sherfield,48021,WR,BUF,6,10.0,2,62.5,0.0,0,2,0,0.0,0,1,4,0,73.4,68.0,56.7,65.4,57.8,0.0,0,0,9,1.6,1,64,0,5,90.6,58,46.9,30,74.5,8,0,51.6,33,39,34,6.8,7.8,0.67
Robert Tonyan,12193,TE,CHI,6,5.1,0,62.5,,0,0,0,0.0,0,2,6,0,73.4,68.0,47.0,30.0,55.6,40.4,21,1,11,3.8,2,52,0,5,94.2,49,46.2,24,34.9,8,0,9.6,5,39,27,5.4,7.8,0.8
Laviska Shenault Jr.,61220,WR,CAR,6,-4.0,1,100.0,,0,0,0,0.0,0,2,5,0,76.5,77.9,67.9,,67.5,0.0,0,0,14,0.0,0,47,0,7,91.5,43,36.2,17,92.3,7,0,42.6,20,43,71,10.1,6.1,1.0
Foster Moreau,47043,TE,NO,4,4.0,1,100.0,,0,0,0,0.0,0,4,20,0,75.6,69.5,63.4,69.3,66.1,60.0,33,0,17,20.0,11,55,2,7,78.2,43,27.3,15,141.4,7,1,10.9,6,59,31,4.4,8.4,1.37
David Bell,97989,WR,CLV,5,5.0,0,57.1,,0,0,0,33.3,2,3,8,0,28.6,67.0,58.7,,58.5,10.7,3,1,14,0.0,0,28,0,4,92.9,26,67.9,19,29.8,7,0,17.9,5,33,20,5.0,8.3,1.27
Marquise Goodwin,7859,WR,CLV,5,28.0,0,28.6,0.0,0,1,0,33.3,1,0,8,0,29.9,67.8,46.1,,44.8,0.0,0,0,4,0.0,0,31,0,2,93.5,29,22.6,7,39.6,7,0,77.4,24,4,2,1.0,2.0,0.14
Jonathan Taylor,57488,HB,IND,2,-0.9,1,85.7,100.0,1,1,0,0.0,0,2,14,0,74.6,76.3,64.0,79.8,83.5,0.0,0,0,40,10.3,3,29,0,6,89.7,26,6.9,2,103.6,7,0,13.8,4,62,70,11.7,10.3,2.38
Isaiah McKenzie,11927,WR,IND,6,-0.1,3,71.4,0.0,0,1,0,16.7,1,2,14,0,45.8,82.0,65.7,,69.6,0.0,0,0,12,0.0,0,16,0,5,100.0,16,43.8,7,84.8,7,0,31.3,5,39,55,11.0,7.8,2.44
Devin Singletary,40485,HB,HST,6,-0.9,0,71.4,,0,0,0,16.7,1,2,13,0,45.8,82.7,55.4,65.9,43.5,0.0,0,0,11,12.4,12,97,0,5,80.4,78,13.4,13,78.9,7,0,11.3,11,29,32,6.4,5.8,0.37
Josiah Deguara,47034,TE,GB,5,2.7,0,100.0,100.0,1,1,1,0.0,0,3,12,0,75.6,69.5,55.7,50.5,61.1,30.4,17,0,19,17.9,10,56,1,7,76.8,43,50.0,28,101.2,7,0,5.4,3,58,39,5.6,8.3,1.35
Devin Duvernay,40006,WR,BLT,6,12.0,0,28.6,0.0,0,3,0,0.0,0,0,3,0,68.3,84.4,53.6,,49.8,0.0,0,0,10,0.0,0,55,0,2,94.5,52,45.5,25,39.6,7,0,54.5,30,8,4,2.0,4.0,0.15
Zach Pascal,12303,WR,ARZ,6,7.1,1,57.1,50.0,1,2,0,0.0,0,1,1,0,72.1,67.0,56.6,,56.5,0.0,0,0,9,0.0,0,40,0,4,87.5,35,25.0,10,62.2,7,0,75.0,30,19,14,3.5,4.8,0.54
Olamide Zaccheaus,44920,WR,PHI,6,15.6,0,57.1,33.3,1,3,0,20.0,1,3,24,0,45.8,68.0,51.9,,53.2,0.0,0,0,34,0.0,0,140,0,4,97.1,136,70.0,98,133.3,7,1,30.0,42,74,16,4.0,18.5,0.54
John Metchie III,97400,WR,HST,5,8.4,1,85.7,,0,0,1,14.3,1,4,13,0,49.7,68.8,66.5,,66.0,0.0,0,0,22,0.0,0,45,1,6,97.8,44,44.4,20,109.5,7,0,55.6,25,72,29,4.8,12.0,1.64
Aaron Jones,11937,HB,GB,2,-1.2,1,50.0,,0,0,0,40.0,2,2,12,0,28.7,76.0,65.0,,43.4,10.3,3,0,51,0.0,0,29,0,3,96.6,28,6.9,2,135.4,6,1,10.3,3,82,85,28.3,27.3,2.93
Harrison Bryant,26394,TE,CLV,5,3.3,0,50.0,0.0,0,1,0,0.0,0,1,8,0,70.5,69.7,59.2,80.4,53.1,49.0,25,1,3,13.7,7,51,0,3,78.4,40,23.5,12,56.3,6,1,3.9,2,7,4,1.3,2.3,0.18
Justyn Ross,78021,WR,KC,6,8.3,0,50.0,33.3,1,3,0,40.0,2,1,16,0,28.0,65.8,44.5,,48.8,0.0,0,0,20,0.0,0,36,0,3,88.9,32,11.1,4,67.4,6,0,88.9,32,34,5,1.7,11.3,1.06
Tanner Hudson,66924,TE,CIN,2,7.0,0,66.7,100.0,1,1,0,0.0,0,2,7,0,72.1,67.0,59.6,,55.2,32.7,17,0,26,0.0,0,52,0,4,94.2,49,40.4,21,91.0,6,0,26.9,14,48,16,4.0,12.0,0.98
Will Dissly,30762,TE,SEA,4,1.3,5,100.0,100.0,1,1,0,0.0,0,3,29,0,74.6,68.8,74.7,75.1,68.7,61.5,40,0,16,21.5,14,65,1,6,75.4,49,16.9,11,105.6,6,0,4.6,3,56,48,8.0,9.3,1.14
Cedrick Wilson Jr.,48170,WR,MIA,4,7.5,1,83.3,0.0,0,1,0,0.0,0,3,17,0,73.4,69.7,58.1,,62.4,0.0,0,0,23,0.0,0,45,0,5,93.3,42,42.2,19,113.9,6,0,57.8,26,68,28,5.6,13.6,1.62
Kyle Juszczyk,7912,FB,SF,6,2.0,0,100.0,,0,0,0,0.0,0,3,28,0,74.6,71.3,58.1,54.3,55.9,35.1,33,0,9,10.6,10,94,0,6,84.0,79,22.3,21,133.3,6,1,20.2,19,39,27,4.5,6.5,0.49
Jameson Williams,101701,WR,DET,2,12.2,0,66.7,100.0,1,1,0,33.3,2,1,11,0,28.7,67.0,54.5,,54.7,0.0,0,0,45,0.0,0,24,0,4,100.0,24,37.5,9,135.4,6,1,62.5,15,55,7,1.8,13.8,2.29
Brenton Strange,101694,TE,JAX,6,7.5,1,66.7,,0,0,1,0.0,0,2,15,0,72.1,67.0,44.3,67.4,57.9,48.4,30,0,17,27.4,17,62,4,4,64.5,40,41.9,26,120.8,6,1,8.1,5,34,28,7.0,8.5,0.85
Gary Brightwell,57133,HB,NYG,3,-1.2,3,83.3,,0,0,0,16.7,1,2,21,0,45.8,74.3,64.4,,72.1,3.4,1,0,18,0.0,0,29,0,5,93.1,27,6.9,2,99.3,6,0,0.0,0,47,55,11.0,9.4,1.74
AJ Dillon,57165,HB,GB,5,-0.5,1,50.0,,0,0,0,25.0,1,1,12,0,36.2,84.5,65.5,50.8,51.9,3.7,4,0,12,15.9,17,107,0,3,80.4,86,1.9,2,61.1,6,0,4.7,5,25,28,9.3,8.3,0.29
Deon Jackson,57189,HB,IND,1,-1.3,0,83.3,,0,0,0,16.7,1,0,14,1,45.8,17.8,28.4,6.0,28.6,0.0,0,0,8,9.4,3,32,0,5,90.6,29,0.0,0,79.2,6,0,6.3,2,14,22,4.4,2.8,0.48
C.J. Uzomah,9590,TE,NYJ,6,14.2,0,66.7,50.0,1,2,0,0.0,0,3,22,0,73.4,68.0,67.6,42.6,60.8,66.3,53,0,9,13.8,11,80,0,4,78.8,63,22.5,18,112.5,6,1,11.3,9,22,11,2.8,5.5,0.35
Clyde Edwards-Helaire,57279,HB,KC,6,-3.5,2,100.0,,0,0,0,0.0,0,2,16,0,74.6,80.1,62.6,70.6,68.2,0.0,0,0,10,4.8,2,42,0,6,92.9,39,4.8,2,91.7,6,0,4.8,2,36,57,9.5,6.0,0.92
Kareem Hunt,11841,HB,CLV,3,-1.8,0,83.3,,0,0,0,0.0,0,2,8,0,73.4,78.6,73.9,63.3,70.9,10.0,3,0,13,20.0,6,30,0,5,80.0,24,0.0,0,98.6,6,0,0.0,0,46,53,10.6,9.2,1.92
Brock Wright,60994,TE,DET,6,3.0,0,100.0,,0,0,0,0.0,0,0,11,0,74.6,68.8,37.2,69.5,45.9,61.1,55,0,9,27.8,25,90,0,6,72.2,65,14.4,13,94.4,6,0,23.3,21,40,22,3.7,6.7,0.62
Jamal Agnew,11920,WR,JAX,4,9.7,0,83.3,100.0,1,1,0,0.0,0,4,15,1,73.4,28.6,50.2,,54.7,0.0,0,1,15,0.0,0,73,2,5,97.3,71,52.1,38,66.0,6,0,47.9,35,56,11,2.2,11.2,0.79
Rico Dowdle,40693,HB,DAL,5,-1.7,6,83.3,0.0,0,1,0,0.0,0,2,9,0,73.4,79.7,73.8,17.9,86.1,0.0,0,0,17,8.0,2,25,0,5,88.0,22,4.0,1,141.0,6,1,0.0,0,50,62,12.4,10.0,2.27
Diontae Johnson,33441,WR,PIT,1,12.5,0,50.0,,0,0,0,0.0,0,2,25,0,70.5,65.8,71.4,,70.0,0.0,0,1,26,0.0,0,24,0,3,95.8,23,20.8,5,37.5,6,0,79.2,19,48,26,8.7,16.0,2.09
KaVontae Turpin,47658,WR,DAL,5,6.2,0,83.3,,0,0,0,16.7,1,4,9,0,45.8,28.5,75.5,66.2,79.9,0.0,0,0,26,3.7,1,27,0,5,96.3,26,81.5,22,141.7,6,1,14.8,4,51,13,2.6,10.2,1.96
Mo Alie-Cox,12078,TE,IND,6,12.4,2,60.0,100.0,1,1,0,0.0,0,3,14,0,70.5,65.8,66.8,39.4,68.5,77.0,47,1,35,27.9,17,61,0,3,68.9,42,16.4,10,104.2,5,1,3.3,2,67,38,12.7,22.3,1.6
Tony Jones Jr.,40498,HB,ARZ,4,0.6,0,80.0,,0,0,0,0.0,0,1,1,0,72.1,78.2,64.1,59.8,56.6,0.0,0,0,10,25.0,15,60,0,4,73.3,44,0.0,0,84.2,5,0,6.7,4,21,22,5.5,5.3,0.48
KhaDarel Hodge,26104,WR,ATL,6,10.0,1,80.0,,0,0,0,20.0,1,4,2,0,41.6,16.1,53.9,,57.9,0.0,0,0,15,0.0,0,62,0,4,95.2,59,16.1,10,104.2,5,0,83.9,52,45,15,3.8,11.3,0.76
Cam Akers,57206,HB,MIN,4,-0.4,1,100.0,100.0,1,1,0,0.0,0,0,18,0,74.6,80.6,69.6,82.2,76.1,2.9,1,0,9,32.4,11,34,0,5,58.8,20,0.0,0,84.2,5,0,2.9,1,21,23,4.6,4.2,1.05
Lil'Jordan Humphrey,42247,WR,DEN,6,9.2,0,80.0,,0,0,0,0.0,0,2,10,0,72.1,67.0,54.1,32.3,55.1,3.0,2,0,11,3.0,2,66,0,4,84.8,56,71.2,47,127.9,5,1,25.8,17,26,8,2.0,6.5,0.46
Austin Ekeler,12164,HB,LAC,1,3.6,0,80.0,,0,0,0,0.0,0,2,27,0,72.1,76.6,74.8,,66.5,0.0,0,0,35,0.0,0,24,0,4,100.0,24,4.2,1,105.8,5,0,12.5,3,47,44,11.0,11.8,1.96
Byron Pringle,42345,WR,WAS,5,14.6,0,60.0,50.0,1,2,0,0.0,0,1,32,0,70.5,65.8,59.8,,60.5,3.3,1,0,15,0.0,0,30,1,3,100.0,30,43.3,13,76.3,5,0,53.3,16,29,1,0.3,9.7,0.97
Ray-Ray McCloud III,47895,WR,SF,6,2.6,0,80.0,,0,0,0,0.0,0,2,28,0,72.1,83.0,62.0,,57.2,0.0,0,0,14,0.0,0,68,0,4,86.8,59,32.4,22,89.2,5,0,66.2,45,27,8,2.0,6.8,0.46
Deuce Vaughn,122624,HB,DAL,4,-0.8,0,100.0,,0,0,0,0.0,0,1,9,0,73.4,78.6,43.8,19.4,66.9,0.0,0,0,11,22.7,5,22,0,5,77.3,17,4.5,1,82.5,5,0,9.1,2,19,23,4.6,3.8,1.12
Khalil Shakir,84140,WR,BUF,6,8.2,0,80.0,0.0,0,1,0,0.0,0,3,4,0,73.4,72.7,77.4,,70.8,2.9,1,0,13,0.0,0,34,0,4,91.2,31,79.4,27,139.6,5,1,17.6,6,40,25,6.3,10.0,1.29
Trayveon Williams,45775,HB,CIN,6,-3.4,0,80.0,0.0,0,1,0,0.0,0,0,7,0,72.1,73.5,59.8,85.7,55.7,5.7,3,0,5,24.5,13,53,0,4,71.7,38,0.0,0,79.2,5,0,0.0,0,7,24,6.0,1.8,0.18
Luke Schoonmaker,84005,TE,DAL,5,10.0,0,20.0,0.0,0,1,0,66.7,2,0,9,0,26.4,61.2,43.0,59.0,35.0,73.2,30,0,1,26.8,11,41,0,1,73.2,30,22.0,9,79.2,5,1,2.4,1,1,0,0.0,1.0,0.03
Brevin Jordan,77887,TE,HST,5,4.8,0,100.0,,0,0,0,0.0,0,4,13,0,73.4,68.0,76.5,71.3,77.1,48.1,13,0,16,7.4,2,27,1,5,88.9,24,40.7,11,148.8,5,1,11.1,3,51,32,6.4,10.2,2.13
Quez Watkins,61664,WR,PHI,3,2.0,0,80.0,,0,0,0,0.0,0,1,24,0,72.1,68.7,51.9,,52.2,0.0,0,0,9,0.0,0,71,0,4,93.0,66,85.9,61,84.2,5,0,14.1,10,21,26,6.5,5.3,0.32
Tim Jones,61669,WR,JAX,5,6.0,0,60.0,,0,0,0,0.0,0,0,15,0,70.5,65.8,48.6,,46.7,3.4,2,0,6,0.0,0,59,0,3,98.3,58,37.3,22,64.6,5,0,59.3,35,10,4,1.3,3.3,0.17
Ben Skowronek,27948,WR,LA,6,7.6,0,40.0,0.0,0,1,0,0.0,0,1,26,0,68.3,66.2,59.5,62.3,56.6,0.0,0,0,10,3.1,1,32,0,2,93.8,30,59.4,19,47.9,5,0,40.6,13,13,13,6.5,6.5,0.43
Ty Chandler,62942,HB,MIN,3,-1.4,0,80.0,0.0,0,1,0,0.0,0,1,18,0,72.1,75.4,59.6,21.0,66.1,4.3,1,0,18,21.7,5,23,0,4,78.3,18,8.7,2,92.5,5,0,0.0,0,31,43,10.8,7.8,1.72
Jake Bobo,77997,WR,SEA,5,9.6,0,80.0,100.0,2,2,0,0.0,0,3,29,0,72.1,68.7,72.8,59.8,68.9,1.9,1,0,23,3.8,2,52,0,4,92.3,48,26.9,14,148.8,5,1,69.2,36,51,16,4.0,12.8,1.06
Sterling Shepard,10674,WR,NYG,5,5.6,0,60.0,0.0,0,1,0,25.0,1,2,21,0,36.2,65.8,51.2,,53.8,0.0,0,0,13,0.0,0,35,0,3,88.6,31,34.3,12,71.3,5,0,65.7,23,23,8,2.7,7.7,0.74
Ronnie Bell,84288,WR,SF,5,7.8,0,75.0,66.7,2,3,0,25.0,1,2,28,0,36.8,65.8,67.0,,62.2,0.0,0,0,15,0.0,0,29,0,3,96.6,28,20.7,6,136.5,4,1,79.3,23,31,11,3.7,10.3,1.11
Jordan Akins,47050,TE,CLV,5,6.3,1,75.0,,0,0,0,0.0,0,1,8,0,70.5,65.8,51.0,47.8,58.7,57.7,15,0,12,7.7,2,26,0,3,92.3,24,26.9,7,85.4,4,0,15.4,4,20,17,5.7,6.7,0.83
Keith Kirkwood,48017,WR,NO,6,12.5,0,25.0,,0,0,0,0.0,0,0,20,0,64.7,61.2,45.7,,47.1,5.3,2,0,1,0.0,0,38,1,1,84.2,32,57.9,22,39.6,4,0,36.8,14,1,0,0.0,1.0,0.03
Nick Chubb,45783,HB,CLV,2,0.3,0,100.0,,0,0,0,0.0,0,1,8,0,72.1,79.9,81.6,25.8,65.4,4.5,1,0,10,27.3,6,22,0,4,72.7,16,4.5,1,88.5,4,0,9.1,2,21,20,5.0,5.3,1.31
Luke Farrell,42353,TE,JAX,6,1.3,2,100.0,,0,0,0,0.0,0,2,15,0,73.4,68.0,58.0,51.5,68.1,80.0,52,0,16,27.7,18,65,0,4,66.2,43,15.4,10,97.9,4,0,3.1,2,30,25,6.3,7.5,0.7
Josh Whyle,54037,TE,TEN,6,8.8,0,100.0,100.0,1,1,0,0.0,0,4,31,0,72.1,67.0,67.6,77.6,88.2,60.0,18,0,24,33.3,10,30,1,4,60.0,18,33.3,10,152.1,4,1,0.0,0,44,15,3.8,11.0,2.44
DeeJay Dallas,55632,HB,SEA,5,1.0,0,75.0,,0,0,0,0.0,0,1,29,0,70.5,82.4,63.9,40.7,69.9,9.7,3,0,14,32.3,10,31,0,3,51.6,16,0.0,0,77.1,4,0,16.1,5,11,9,3.0,3.7,0.69
Ronnie Rivers,57208,HB,LA,4,-3.0,0,100.0,,0,0,0,0.0,0,0,26,0,73.4,77.8,78.4,80.0,61.9,0.0,0,0,10,25.0,6,24,0,4,66.7,16,8.3,2,85.4,4,0,8.3,2,18,30,7.5,4.5,1.13
Elijah Mitchell,57272,HB,SF,3,-4.5,0,75.0,,0,0,0,25.0,1,0,28,0,36.2,77.0,49.1,57.6,45.2,0.0,0,0,9,13.6,3,22,0,3,86.4,19,4.5,1,77.1,4,0,4.5,1,2,12,4.0,0.7,0.11
Ian Thomas,42130,TE,CAR,5,7.3,1,50.0,0.0,0,1,0,0.0,0,1,5,0,68.3,64.0,57.8,28.5,58.7,80.9,38,1,28,14.9,7,47,1,2,80.9,38,10.6,5,41.7,4,0,6.4,3,36,15,7.5,18.0,0.95
Mike Boone,31615,HB,HST,5,-2.3,1,75.0,,0,0,0,25.0,1,1,13,0,36.2,17.4,33.2,11.7,44.3,0.0,0,0,12,20.0,9,45,0,3,73.3,33,26.7,12,83.3,4,0,6.7,3,18,23,7.7,6.0,0.55
Derius Davis,78196,WR,LAC,4,-5.0,2,100.0,,0,0,0,0.0,0,0,27,0,72.1,78.5,68.3,,65.9,0.0,0,0,11,0.0,0,16,0,4,100.0,16,56.3,9,91.7,4,0,18.8,3,24,44,11.0,6.0,1.5
Isaiah Likely,83955,TE,BLT,6,7.3,0,75.0,,0,0,0,25.0,1,1,3,0,36.2,67.9,42.7,54.0,44.6,56.7,34,0,20,6.7,4,60,0,3,83.3,50,40.0,24,97.9,4,0,3.3,2,32,11,3.7,10.7,0.64
Tommy Tremble,84025,TE,CAR,6,6.0,3,100.0,100.0,1,1,0,0.0,0,2,5,0,73.4,68.0,57.6,32.6,62.1,44.3,31,0,21,7.1,5,70,1,4,88.6,62,42.9,30,149.0,4,1,11.4,8,41,21,5.3,10.3,0.66
Jeremy Ruckert,84029,TE,NYJ,5,5.0,0,100.0,100.0,1,1,1,0.0,0,2,22,0,72.1,67.0,71.4,67.1,67.4,58.8,20,0,23,2.9,1,34,1,4,91.2,31,26.5,9,104.2,4,0,14.7,5,36,16,4.0,9.0,1.16
Daniel Bellinger,84041,TE,NYG,6,1.3,0,100.0,,0,0,0,0.0,0,0,21,0,72.1,67.0,53.5,64.9,45.3,71.6,68,0,8,42.1,40,95,1,4,55.8,53,7.4,7,89.6,4,0,7.4,7,22,17,4.3,5.5,0.42
Greg Dulcich,84068,TE,DEN,2,6.3,0,75.0,,0,0,0,0.0,0,2,10,0,70.5,65.8,66.8,83.7,67.8,33.3,8,1,13,12.5,3,24,0,3,83.3,20,54.2,13,51.0,4,0,8.3,2,25,4,1.3,8.3,1.25
D'Onta Foreman,11844,HB,CHI,2,0.0,0,75.0,,0,0,0,0.0,0,1,6,0,70.5,26.0,65.3,22.2,59.6,0.0,0,0,5,22.2,8,36,0,3,75.0,27,8.3,3,77.1,4,0,8.3,3,10,10,3.3,3.3,0.37
Nate Adkins,87625,TE,DEN,4,-0.5,0,75.0,,0,0,0,0.0,0,1,10,0,70.5,65.8,66.2,65.5,71.8,57.1,8,0,11,7.1,1,14,0,3,85.7,12,14.3,2,84.4,4,0,0.0,0,19,18,6.0,6.3,1.58
C.J. Ham,11347,FB,MIN,6,0.8,1,75.0,,0,0,0,25.0,1,1,18,0,36.2,65.8,54.2,60.7,43.7,18.6,11,0,7,33.9,20,59,0,3,61.0,36,6.8,4,79.2,4,0,8.5,5,14,13,4.3,4.7,0.39
Craig Reynolds,94383,HB,DET,4,-3.3,1,75.0,,0,0,0,0.0,0,1,11,0,70.5,79.3,74.5,25.2,71.4,0.0,0,0,28,11.5,6,52,0,3,88.5,46,5.8,3,91.7,4,0,7.7,4,26,35,11.7,8.7,0.57
DeAndre Carter,9859,WR,LV,6,3.5,0,50.0,,0,0,0,33.3,1,0,23,0,29.9,79.8,45.7,,46.7,0.0,0,0,16,0.0,0,32,0,2,93.8,30,68.8,22,65.6,4,0,31.3,10,21,26,13.0,10.5,0.7
MyCole Pruitt,9576,TE,ATL,6,4.0,1,75.0,,0,0,0,0.0,0,2,2,0,70.5,65.8,60.4,56.5,78.2,76.7,46,0,22,55.0,33,60,0,3,38.3,23,16.7,10,107.3,4,0,1.7,1,41,34,11.3,13.7,1.78
Tre Tucker,101106,WR,LV,5,26.8,0,50.0,0.0,0,1,0,0.0,0,1,23,0,68.3,69.0,58.3,,55.7,0.0,0,0,48,0.0,0,57,1,2,89.5,51,35.1,20,95.8,4,0,64.9,37,57,9,4.5,28.5,1.12
Kayshon Boutte,124087,WR,NE,1,23.3,0,0.0,0.0,0,1,0,,0,0,19,0,,,45.2,,43.9,0.0,0,0,0,0.0,0,45,0,0,95.6,43,2.2,1,39.6,4,0,97.8,44,0,0,,,0.0
Malik Heath,124173,WR,GB,3,12.0,0,0.0,0.0,0,3,0,,0,0,12,0,,,51.2,,51.5,4.5,1,0,0,0.0,0,22,0,0,95.5,21,18.2,4,39.6,4,0,77.3,17,0,0,,,0.0
Scott Miller,47481,WR,ATL,6,0.8,1,75.0,50.0,1,2,0,0.0,0,0,2,0,70.5,68.2,52.2,,50.4,0.0,0,0,7,0.0,0,54,0,3,96.3,52,50.0,27,79.2,4,0,50.0,27,14,18,6.0,4.7,0.27
Blake Bell,9550,TE,KC,6,4.0,0,66.7,,0,0,0,0.0,0,1,16,0,68.3,64.0,49.3,40.3,49.0,79.5,35,0,8,27.3,12,44,0,2,63.6,28,13.6,6,113.9,3,1,4.5,2,12,8,4.0,6.0,0.43
Drew Sample,47259,TE,CIN,6,-2.0,1,100.0,100.0,1,1,0,0.0,0,0,7,0,72.1,67.0,57.6,84.8,44.9,61.4,43,0,7,31.4,22,70,0,3,67.1,47,4.3,3,80.6,3,0,11.4,8,10,16,5.3,3.3,0.21
Geoff Swaim,9679,TE,ARZ,6,2.0,0,66.7,,0,0,0,33.3,1,2,1,0,36.2,65.8,57.4,73.8,63.6,90.6,48,0,11,47.2,25,53,0,2,49.1,26,1.9,1,88.2,3,0,7.5,4,22,12,6.0,11.0,0.85
Brycen Hopkins,47338,TE,LA,6,4.0,1,66.7,,0,0,0,0.0,0,1,26,0,68.3,64.0,63.5,50.8,68.5,65.2,15,0,21,13.0,3,23,1,2,87.0,20,13.0,3,93.8,3,0,17.4,4,26,16,8.0,13.0,1.3
